32.8,37.7,Y
34.4,31.3,Y
39.8,33.4,N
38.2,33.5,N
39.1,30.9,N
36.7,34.3,N
40.0,30.9,N
33.4,35.5,N
33.5,39.8,Y
31.9,36.2,N
35.1,36.0,Y
30.1,39.4,Y
38.3,38.6,Y
38.8,31.7,Y
37.0,35.2,Y
31.3,34.7,N
33.0,37.8,Y
36.6,33.3,Y
32.1,32.4,N
39.2,39.0,N
31.9,38.8,N
34.1,30.7,N
38.5,36.3,Y
30.7,39.0,Y
36.4,32.7,Y
35.6,36.9,N
30.3,36.1,Y
37.9,37.9,Y
32.5,38.2,N
33.5,39.9,N
34.5,37.3,N
39.3,37.8,Y
38.8,33.6,Y
39.9,36.9,Y
38.6,38.0,Y
38.0,30.6,N
37.9,31.9,N
37.7,38.7,Y
39.0,30.8,N
38.0,31.7,Y
34.2,35.7,N
38.3,36.9,N
36.8,30.1,N
36.4,39.7,Y
35.5,31.2,Y
38.9,32.3,N
37.6,38.0,N
32.9,39.1,N
40.0,31.7,Y
33.9,38.7,N
38.6,38.0,Y
31.2,34.7,Y
35.5,37.5,Y
33.9,30.5,N
35.0,36.5,N
40.0,35.8,Y
32.5,34.5,N
34.7,31.1,Y
30.5,35.4,N
36.9,31.4,Y
31.4,32.6,Y
33.3,36.6,Y
36.0,35.7,Y
34.6,37.3,Y
38.2,32.7,Y
38.5,37.3,Y
37.3,38.9,N
33.5,32.4,N
31.8,33.9,N
35.4,32.1,N
33.1,35.9,Y
37.3,38.1,N
34.2,37.7,N
31.7,38.6,N
33.6,35.0,Y
30.9,31.7,Y
33.7,34.3,N
38.4,39.3,Y
36.5,33.8,Y
31.3,35.2,N
33.2,37.4,N
35.5,39.4,Y
37.3,35.5,N
30.0,33.8,N
35.2,30.9,N
39.8,36.5,N
32.5,34.7,N
32.2,32.3,N
39.2,38.2,N
36.2,39.5,N
39.8,36.8,Y
36.3,37.5,Y
33.0,33.5,Y
39.0,39.1,N
35.6,33.8,Y
39.3,37.4,Y
33.2,38.3,Y
33.9,38.7,N
33.1,33.5,Y
35.2,34.4,N
32.4,30.6,N
38.3,37.2,N
37.8,39.9,Y
37.0,36.2,N
37.8,30.1,Y
35.1,34.1,Y
38.4,31.4,N
34.5,33.8,N
30.7,32.0,Y
32.0,33.5,N
35.2,37.4,Y
39.9,34.3,Y
38.5,30.9,Y
31.4,30.1,Y
30.4,39.8,N
36.3,30.2,Y
32.5,30.7,Y
33.2,30.6,Y
38.8,32.6,N
32.7,36.9,Y
34.7,32.4,Y
30.8,33.8,N
36.4,33.2,N
35.4,34.2,Y
31.9,37.1,Y
33.4,37.3,Y
31.3,30.1,Y
32.3,36.3,N
37.1,36.0,N
36.9,39.3,N
34.7,39.6,N
37.4,34.9,Y
35.9,38.7,Y
33.3,38.2,Y
37.1,30.8,Y
32.2,35.6,Y
30.5,39.7,N
34.3,34.8,Y
30.2,38.6,Y
34.1,31.8,Y
36.6,37.5,Y
37.2,30.6,N
33.4,38.6,Y
33.2,35.0,N
30.9,36.5,N
38.7,34.6,N
37.3,32.2,Y
35.4,35.2,N
30.1,37.7,N
35.6,38.4,Y
39.0,33.0,N
33.2,38.2,N
33.1,33.2,Y
38.7,38.6,N
39.6,37.4,N
31.1,36.9,N
35.2,33.6,Y
34.3,36.2,Y
37.8,35.2,Y
30.7,33.6,N
37.8,31.8,N
31.9,30.6,N
38.4,33.9,N
38.1,35.7,N
36.7,37.0,Y
36.2,32.2,Y
32.8,37.5,Y
30.2,32.4,N
31.8,39.5,Y
39.6,32.4,Y
33.9,38.0,N
33.1,38.4,Y
30.3,39.9,N
37.9,36.9,N
30.7,35.5,N
32.4,33.3,Y
33.2,37.6,N
32.9,37.3,Y
39.3,37.8,Y
39.3,38.5,Y
38.4,33.6,N
32.7,37.7,Y
38.9,30.5,Y
32.7,35.7,N
34.4,37.0,N
32.6,38.8,Y
34.5,34.0,Y
37.6,30.5,Y
33.7,35.8,N
37.1,35.9,Y
32.3,38.3,Y
36.8,32.4,Y
34.5,31.5,Y
35.3,39.5,Y
34.4,33.7,N
38.0,31.8,Y
39.9,32.5,Y
33.1,33.2,Y
36.8,33.5,Y
35.8,37.9,Y
37.1,34.2,N
35.4,38.6,N
34.0,31.4,Y
35.7,30.8,N
37.0,35.7,N
35.0,32.9,N
36.2,37.0,Y
39.5,39.5,N
36.6,34.3,Y
31.5,30.5,N
39.2,31.1,N
31.7,30.9,Y
35.3,33.1,N
36.6,32.4,N
32.6,32.7,N
35.4,35.7,Y
33.2,36.2,N
33.6,35.5,Y
30.8,36.9,N
36.5,37.0,Y
34.9,31.9,N
31.3,37.6,Y
30.1,35.9,Y
32.6,31.3,Y
31.5,33.3,Y
32.4,33.1,N
35.1,36.7,N
37.8,31.0,N
39.7,37.8,N
37.4,33.1,Y
38.4,37.4,N
32.7,38.0,N
31.7,38.3,Y
36.3,33.8,N
31.6,38.8,N
30.7,32.8,Y
32.8,39.1,N
39.5,36.2,N
35.5,35.3,N
35.0,39.9,N
35.2,32.3,Y
33.9,32.5,N
39.7,40.0,Y
34.4,33.7,Y
35.9,38.5,N
33.3,32.3,N
34.9,34.8,N
36.0,32.9,N
31.0,37.3,Y
31.1,32.4,N
33.8,35.9,Y
32.0,39.0,N
37.0,30.2,Y
30.6,33.6,Y
33.1,36.7,Y
34.2,35.7,N
32.7,38.5,Y
32.2,37.3,N
34.7,31.7,Y
33.8,32.8,N
34.5,37.4,N
34.1,34.6,Y
34.9,32.6,N
35.9,39.9,N
38.9,30.3,Y
30.6,31.0,Y
35.4,35.2,N
33.0,30.7,Y
33.4,38.0,Y
33.6,39.5,Y
33.6,37.7,N
35.4,36.6,Y
32.1,33.6,Y
35.0,32.6,N
32.0,38.8,Y
33.1,31.1,N
30.1,30.6,N
38.9,31.3,N
32.2,38.6,N
35.2,38.6,Y
30.4,37.7,Y
31.8,30.1,N
34.8,39.3,Y
30.4,40.0,Y
33.4,38.7,Y
37.2,33.7,Y
34.7,39.1,Y
37.5,33.4,Y
30.1,35.5,Y
32.2,35.3,N
38.1,34.9,Y
39.3,33.6,Y
30.8,36.8,N
36.9,38.7,Y
30.8,39.4,Y
30.3,32.9,N
33.0,36.3,N
39.8,33.4,Y
31.6,32.2,N
39.1,37.1,N
37.7,39.7,Y
35.0,39.6,Y
35.9,31.9,N
31.6,34.2,N
38.2,35.1,Y
33.0,35.5,N
36.2,38.9,Y
35.5,34.3,Y
33.7,31.1,Y
33.1,35.9,Y
32.1,33.8,Y
32.5,30.4,N
30.4,32.2,Y
33.5,38.9,Y
31.6,32.7,Y
38.5,35.2,Y
37.1,33.2,Y
31.0,38.3,N
34.1,34.5,N
33.7,33.4,N
30.6,34.8,N
39.2,34.4,Y
37.1,30.4,Y
37.7,39.2,Y
36.3,39.4,Y
35.7,39.6,N
36.1,30.5,N
33.3,32.4,Y
39.7,34.6,Y
30.2,37.7,N
31.9,34.0,Y
34.2,32.1,N
39.9,32.8,N
30.1,37.2,N
35.9,35.2,N
32.2,35.4,Y
37.0,37.5,Y
37.8,37.3,Y
32.2,30.3,N
38.0,36.7,Y
36.9,30.9,N
30.4,35.6,Y
36.3,39.2,Y
36.4,34.5,N
35.1,32.1,Y
33.4,34.0,Y
38.7,36.8,Y
37.6,33.3,N
30.4,38.6,Y
30.6,33.1,N
35.3,38.9,N
34.5,33.3,Y
33.0,31.2,N
30.7,36.0,Y
30.7,36.4,Y
36.6,39.2,Y
33.8,30.0,Y
33.9,33.9,Y
35.8,31.3,N
35.3,32.7,N
34.9,34.7,N
31.9,38.5,Y
31.8,33.6,Y
36.3,36.2,Y
30.7,31.1,Y
33.5,31.8,Y
37.6,38.0,Y
33.8,30.4,N
33.1,33.4,Y
31.7,33.7,N
35.1,33.3,Y
38.0,35.8,Y
33.2,32.2,Y
31.1,34.2,N
31.9,31.8,N
34.4,35.5,Y
31.6,39.6,Y
32.8,33.9,N
37.8,33.6,Y
38.0,35.8,Y
38.0,37.1,Y
38.3,33.9,N
31.2,32.7,Y
36.6,37.8,N
32.4,34.7,N
30.8,39.5,Y
32.5,38.7,N
36.2,37.5,Y
39.8,33.3,Y
37.6,33.7,Y
34.7,39.7,N
35.5,35.6,Y
35.4,34.1,N
33.9,31.6,N
35.8,32.4,Y
34.1,37.9,Y
36.5,37.3,Y
39.7,36.0,Y
39.3,33.1,N
33.7,40.0,Y
36.7,37.4,Y
35.3,39.8,N
36.8,31.6,Y
38.0,38.2,Y
35.1,32.0,N
39.2,34.7,N
36.7,37.9,N
39.2,30.3,Y
39.1,38.8,Y
37.4,33.2,N
39.8,32.7,N
35.4,38.6,N
32.8,30.5,N
32.6,30.5,Y
32.9,33.7,N
39.8,39.4,Y
36.7,33.4,Y
31.8,30.4,Y
35.1,31.4,N
31.0,34.0,Y
35.7,38.0,Y
35.0,31.0,Y
34.6,34.0,N
37.0,34.7,Y
38.3,36.4,Y
32.1,36.5,Y
35.9,30.7,Y
38.0,33.1,N
38.4,37.3,N
36.0,33.3,Y
32.9,36.1,Y
33.9,38.4,Y
33.9,38.1,N
39.7,34.8,Y
38.8,36.8,N
31.8,35.7,Y
33.8,39.9,Y
31.6,37.3,Y
34.5,34.9,N
32.4,37.5,N
36.1,32.0,N
37.2,39.9,N
39.6,39.5,N
39.5,33.1,N
30.8,37.6,Y
38.4,30.1,N
31.4,31.1,N
32.2,35.7,N
31.6,36.9,N
32.1,38.8,Y
39.0,33.3,N
31.8,39.8,Y
31.8,31.5,Y
32.7,38.6,N
38.5,36.2,N
37.1,38.8,N
33.2,38.1,N
31.3,31.8,N
34.1,33.8,Y
30.1,35.3,Y
36.8,30.0,Y
30.1,34.8,Y
38.9,38.7,N
32.8,34.8,Y
38.9,34.8,Y
34.9,31.7,Y
34.2,30.5,N
37.9,34.9,N
35.7,35.1,Y
36.2,39.4,N
34.1,31.2,Y
33.0,35.1,Y
37.0,38.3,N
37.1,33.7,N
32.4,36.4,Y
38.0,31.4,Y
33.1,37.1,N
35.8,31.9,Y
32.2,30.8,N
36.3,36.5,N
30.4,38.2,N
35.4,36.0,N
35.1,39.2,N
39.9,37.4,N
39.6,30.5,Y
39.2,37.2,N
32.1,38.9,Y
36.9,31.1,N
30.9,38.4,N
37.9,36.6,Y
38.3,39.4,Y
39.5,34.1,Y
36.7,33.0,N
30.4,33.8,N
38.1,37.7,Y
33.4,35.3,N
34.6,37.3,Y
32.3,35.1,N
38.6,34.2,Y
30.1,39.2,N
30.9,36.2,N
35.8,31.9,N
38.9,39.6,Y
39.0,31.9,N
33.2,35.6,Y
39.7,37.0,Y
36.5,33.7,N
32.0,30.5,Y
30.8,39.5,Y
33.3,37.8,Y
35.6,31.6,N
33.4,37.1,N
35.6,32.6,Y
36.2,39.3,Y
37.8,39.6,Y
33.0,32.0,Y
31.0,32.2,N
35.3,32.3,Y
37.1,37.9,Y
36.6,36.2,N
37.9,37.3,Y
38.3,33.0,Y
33.1,37.5,Y
33.6,33.5,Y
33.2,32.3,N
30.7,37.8,N
36.7,39.6,N
35.1,30.8,Y
32.1,39.5,Y
38.3,34.6,Y
30.5,39.9,N
39.0,34.6,N
37.8,31.2,N
37.6,39.5,N
39.3,35.0,N
37.0,34.0,N
33.1,36.5,Y
39.6,33.9,N
37.5,30.1,Y
39.8,36.7,Y
30.5,34.8,Y
32.6,31.5,Y
39.7,31.7,N
33.2,37.4,Y
30.7,37.9,N
39.2,36.3,Y
40.0,38.1,Y
33.8,32.8,N
35.1,39.0,Y
37.5,36.4,N
35.9,37.7,N
32.1,34.2,Y
37.8,31.0,Y
32.9,34.7,Y
34.3,35.8,Y
30.3,31.5,N
34.6,31.6,N
39.8,30.2,N
39.0,35.3,Y
32.7,30.4,N
37.0,36.2,N
37.2,38.1,N
36.8,36.7,N
31.1,35.0,Y
35.8,31.6,Y
31.5,38.5,Y
39.3,33.1,Y
34.4,38.9,Y
33.5,32.1,N
38.3,33.7,Y
31.0,40.0,N
33.6,32.5,Y
39.6,35.6,Y
39.6,32.2,Y
35.5,33.7,Y
37.4,37.6,N
36.9,30.8,Y
35.3,39.8,N
34.9,37.0,Y
37.4,32.3,N
38.4,31.3,Y
37.7,36.6,Y
38.5,30.3,N
33.8,36.0,N
35.5,39.3,Y
32.0,35.7,Y
30.8,35.7,Y
30.7,38.8,N
34.1,30.9,Y
35.4,39.0,Y
38.4,35.7,N
34.9,34.6,N
34.0,30.0,Y
36.4,34.1,Y
30.9,35.5,Y
35.8,30.1,N
32.0,33.0,Y
31.4,37.2,N
30.7,31.5,Y
31.6,35.5,Y
30.3,38.7,Y
35.3,37.4,Y
32.9,38.3,Y
35.2,34.7,N
32.6,30.8,Y
38.0,30.5,Y
39.5,32.2,Y
35.1,34.6,N
30.2,37.9,Y
31.8,33.2,N
39.6,34.0,Y
34.9,39.7,N
34.7,36.4,N
30.1,38.5,Y
38.2,34.7,Y
34.7,32.9,N
30.4,30.1,N
39.7,30.7,Y
36.0,30.8,Y
34.6,35.6,Y
37.0,35.3,Y
38.6,39.7,N
30.3,33.2,N
34.6,35.9,Y
37.2,32.6,N
37.4,31.9,Y
34.3,33.9,N
30.2,31.2,Y
37.8,38.8,Y
37.4,32.4,N
37.4,39.8,N
34.1,33.6,N
38.0,35.7,Y
31.1,34.1,Y
30.3,36.0,N
37.6,37.7,Y
37.3,31.8,Y
35.8,33.8,N
35.5,30.7,Y
32.4,30.7,Y
34.6,30.3,Y
30.7,30.9,N
35.6,36.0,Y
35.5,39.0,Y
34.3,38.2,N
30.6,33.6,N
30.7,39.6,N
33.3,32.3,Y
35.3,39.0,Y
31.2,34.2,Y
37.4,36.0,Y
37.6,33.2,Y
38.3,38.4,N
33.2,39.0,Y
30.6,32.5,Y
30.9,32.1,N
33.8,38.8,N
35.2,38.3,N
32.7,39.7,N
38.7,31.0,N
33.1,39.2,Y
37.7,38.0,Y
39.6,35.3,Y
38.4,35.5,N
31.7,30.1,Y
36.0,35.9,Y
33.1,36.2,N
33.7,34.1,Y
37.2,34.7,N
36.2,33.5,Y
37.8,37.6,N
34.3,30.7,Y
38.6,32.2,N
34.6,30.8,Y
30.6,33.8,N
35.4,38.2,Y
37.7,30.1,N
34.0,33.9,N
39.8,31.5,N
32.5,36.6,Y
35.8,32.6,N
32.1,37.3,Y
32.5,32.3,Y
39.1,35.9,Y
33.9,34.2,N
38.0,31.6,Y
36.3,33.7,Y
37.4,34.8,Y
34.0,37.3,Y
34.6,30.8,Y
33.5,38.5,N
33.8,35.3,N
31.6,38.1,Y
36.7,36.9,N
39.2,34.8,Y
32.5,36.3,Y
38.9,35.4,Y
33.6,38.7,Y
34.4,34.4,N
39.4,33.3,N
31.9,36.5,N
31.7,34.8,N
31.5,36.5,N
38.9,31.6,N
32.8,31.6,N
35.2,36.9,N
35.3,37.2,N
39.8,39.0,N
37.6,30.8,N
37.0,34.8,N
30.2,30.3,Y
32.6,34.6,N
31.8,32.2,N
34.7,38.8,Y
35.1,33.5,Y
34.1,35.6,Y
39.2,34.5,Y
36.6,39.1,Y
39.3,39.3,Y
34.2,33.5,N
30.8,34.5,N
36.8,35.3,Y
30.2,34.1,N
38.2,32.7,N
33.4,38.6,N
32.5,32.7,N
38.7,35.6,Y
37.0,38.9,N
39.4,32.8,Y
39.6,32.3,Y
38.2,39.4,N
34.7,30.4,Y
30.3,31.6,N
31.4,37.3,N
38.1,37.1,N
32.0,38.2,N
37.7,34.4,N
39.9,33.5,Y
30.8,39.2,Y
38.6,34.5,Y
32.3,35.2,Y
31.0,35.9,Y
33.4,36.7,N
34.6,31.7,Y
39.9,40.0,N
32.9,37.6,Y
34.1,34.7,N
32.4,38.2,Y
35.1,34.2,N
39.3,32.2,Y
30.7,30.2,N
30.7,33.2,Y
31.4,34.8,N
37.8,37.9,N
32.7,30.2,Y
35.3,39.3,N
34.9,32.8,Y
31.2,38.5,N
33.9,36.8,Y
38.0,35.8,N
36.1,31.0,N
38.2,32.3,Y
30.5,36.2,N
32.6,37.7,N
36.5,39.6,N
39.0,35.0,Y
38.7,35.4,N
33.0,32.8,N
35.2,34.5,N
38.3,40.0,N
36.4,38.9,N
39.3,30.8,N
36.0,34.3,N
30.6,34.7,Y
34.8,34.9,N
34.0,32.2,Y
38.7,34.4,N
38.6,38.8,Y
37.2,38.6,Y
37.8,36.9,N
34.7,35.8,Y
32.2,31.9,Y
36.9,33.8,N
34.7,33.5,Y
36.3,36.4,Y
32.4,34.9,N
31.0,36.2,Y
36.5,39.4,Y
34.8,31.3,N
30.1,35.3,Y
39.7,32.0,Y
34.2,39.3,N
35.7,39.1,Y
36.4,38.0,Y
32.4,31.7,N
39.7,31.9,Y
36.7,34.1,N
38.9,36.6,N
